session,equity,profit
2026-07-10,9998.791845000005,-1.2081549999948038
2026-07-13,9997.654795000008,-1.1370499999975436
2026-07-14,9997.243846000008,-0.4109489999991638
2026-07-15,9997.243846000008,0.0
2026-07-16,9997.898416000011,0.6545700000024226
2026-07-17,9999.963521000012,2.0651050000014948
2026-07-20,10002.640657000016,2.677136000003884
2026-07-21,10002.640657000016,0.0
2026-07-22,9998.108676000025,-4.531980999990992
2026-07-23,9997.732327000029,-0.3763489999964804
2026-07-24,9997.60441000003,-0.12791699999797856
2026-07-27,9997.60441000003,0.0
2026-07-28,9996.697783000034,-0.9066269999966607
2026-07-29,9996.697783000034,0.0
2026-07-30,9999.88211400004,3.184331000005841
2026-07-31,9999.88211400004,0.0
2026-08-03,9999.853663000042,-0.02845099999831291
2026-08-04,9999.853663000042,0.0
2026-08-05,10002.519513000045,2.665850000003047
2026-08-06,10001.260627000047,-1.2588859999978013
2026-08-07,9998.941298000049,-2.319328999998106
2026-08-10,9998.308656000052,-0.6326419999968493
2026-08-11,9997.380520000057,-0.9281359999949927
2026-08-12,9997.380520000057,0.0
2026-08-13,9997.892323000058,0.5118030000012368
2026-08-14,9997.892323000058,0.0
2026-08-17,9997.246132000058,-0.646190999999817
2026-08-18,9997.528032000064,0.2819000000054075
2026-08-19,9997.528032000064,0.0
2026-08-20,9997.528032000064,0.0
2026-08-21,9998.962096000065,1.4340640000009444
2026-08-24,9998.648177000066,-0.31391899999835005
2026-08-25,9998.648177000066,0.0
2026-08-26,9999.65085300007,1.002676000003703
2026-08-27,9999.65085300007,0.0
2026-08-28,10000.451793000075,0.8009400000046298
2026-08-31,10001.191113000075,0.7393200000005891
2026-09-01,10001.191113000075,0.0
2026-09-02,10005.054809000083,3.8636960000076215
2026-09-03,10004.343266000085,-0.7115429999976186
2026-09-04,10003.769480000086,-0.5737859999990178
2026-09-08,10002.588285000089,-1.1811949999973876
2026-09-09,10002.588285000089,0.0
