symbol,session,wallet,selected_at,entry_time,exit_trigger_time,exit_time,entry_price,exit_price,quantity,cost,proceeds,pnl_after_slippage,modeled_fees,net_pnl,exit_reason,stop_subtype,original_stop,buffered_stop,emergency_stop,atr,probability
SMCI,2026-07-10,1,2026-07-10T10:32:55-04:00,2026-07-10T10:33:10-04:00,2026-07-10T15:45:00-04:00,2026-07-10T15:45:10-04:00,28.431449999999995,28.422175000000003,1.7586158989428964,50.0,49.983688,-0.016311999999999216,0,-0.016311999999999216,FORCE_EXIT,,28.27,28.198075,28.11345,0.28769999999999935,0.4571574514352971
FOXA,2026-07-10,2,2026-07-10T10:47:00-04:00,2026-07-10T10:47:15-04:00,2026-07-10T15:45:00-04:00,2026-07-10T15:45:10-04:00,55.07399999999999,53.66035,0.9078694120637689,50.0,48.71659,-1.2834100000000035,0,-1.2834100000000035,FORCE_EXIT,,54.63,54.558928571428574,54.408928571428575,0.2842857142857156,0.4501196516890543
ISRG,2026-07-13,3,2026-07-13T10:23:00-04:00,2026-07-13T10:23:15-04:00,2026-07-13T15:45:00-04:00,2026-07-13T15:45:10-04:00,411.13444499999997,406.00975,0.12161471900025307,50.0,49.376761,-0.6232389999999981,0,-0.6232389999999981,FORCE_EXIT,,408.49,407.8964027777778,406.9076527777778,2.3743888888888716,0.4503323790657179
AVAV,2026-07-14,1,2026-07-14T10:30:00-04:00,2026-07-14T10:30:20-04:00,2026-07-14T15:45:00-04:00,2026-07-14T15:45:10-04:00,145.15214999999998,142.9616,0.34435375569703935,49.983688,49.229363,-0.7543250000000015,0,-0.7543250000000015,FORCE_EXIT,,143.8482,143.4410675,142.8256175,1.6285300000000007,0.46312148261432823
CDE,2026-07-17,4,2026-07-17T10:33:00-04:00,2026-07-17T10:33:15-04:00,2026-07-17T15:45:00-04:00,2026-07-17T15:45:10-04:00,14.286074999999999,14.294568,3.4999116272314126,50.0,50.029724,0.029724000000001638,0,0.029724000000001638,FORCE_EXIT,,14.17,14.13330909090909,14.07830909090909,0.14676363636363618,0.4502626921907651
MSTU,2026-07-20,4,2026-07-20T10:54:00-04:00,2026-07-20T10:54:15-04:00,2026-07-20T11:46:35-04:00,2026-07-20T11:46:45-04:00,19.044749999999997,20.1985,2.626956195276914,50.029724,53.060574,3.030850000000001,0,3.030850000000001,TAKE_PROFIT,,18.701,18.606517857142858,18.45701785714286,0.37792857142857195,0.45038104349045793
INTU,2026-07-22,4,2026-07-22T10:32:00-04:00,2026-07-22T10:32:15-04:00,2026-07-22T15:45:00-04:00,2026-07-22T15:45:10-04:00,292.14345,283.0178,0.1816250680958276,53.060574,51.403127,-1.6574470000000048,0,-1.6574470000000048,FORCE_EXIT,,290.06,289.4246636363636,288.59713863636364,2.5413454545454526,0.45040392810030333
DELL,2026-07-23,4,2026-07-23T11:17:00-04:00,2026-07-23T11:17:15-04:00,2026-07-23T15:45:00-04:00,2026-07-23T15:45:10-04:00,445.0541999999999,435.12345,0.11549857747663095,51.403127,50.256139,-1.1469880000000003,0,-1.1469880000000003,FORCE_EXIT,,442.3601,441.3338607142857,439.67386071428575,4.104957142857144,0.45002030661243736
CEG,2026-07-28,5,2026-07-28T10:30:00-04:00,2026-07-28T10:30:15-04:00,2026-07-28T15:45:00-04:00,2026-07-28T15:45:10-04:00,263.03865,258.2622,0.19008613372977695,50.0,49.092063,-0.9079369999999969,0,-0.9079369999999969,FORCE_EXIT,,261.3,260.698265,259.83939,2.406940000000003,0.4578761906773168
TSLQ,2026-07-28,6,2026-07-28T10:56:00-04:00,2026-07-28T10:56:15-04:00,2026-07-28T15:45:00-04:00,2026-07-28T15:45:10-04:00,28.501799999999996,28.10875,1.754275168585844,50.0,49.310482,-0.6895179999999996,0,-0.6895179999999996,FORCE_EXIT,,28.34,28.25742142857143,28.16739642857143,0.33031428571428556,0.450176901539062
FSLY,2026-07-30,3,2026-07-30T10:30:00-04:00,2026-07-30T10:30:15-04:00,2026-07-30T15:23:45-04:00,2026-07-30T15:23:55-04:00,21.094949999999997,21.695975,2.340691065871216,49.376761,50.783574,1.4068129999999996,0,1.4068129999999996,TAKE_PROFIT,,20.9817,20.9159,20.846325,0.26319999999999943,0.4580303453301434
DDOG,2026-07-30,5,2026-07-30T10:30:00-04:00,2026-07-30T10:30:15-04:00,2026-07-30T15:45:00-04:00,2026-07-30T15:45:10-04:00,266.3652,265.61525,0.1843035914601457,49.092063,48.953844,-0.13821900000000653,0,-0.13821900000000653,FORCE_EXIT,,265.405,264.7421025,263.9338775,2.651589999999999,0.4565928407234573
TTMI,2026-07-30,6,2026-07-30T11:22:00-04:00,2026-07-30T11:22:15-04:00,2026-07-30T15:45:00-04:00,2026-07-30T15:45:10-04:00,114.51472499999998,117.20105000000001,0.4306038546571195,49.310482,50.467223,1.1567409999999967,0,1.1567409999999967,FORCE_EXIT,,113.94,113.5811625,113.0674125,1.4353499999999986,0.45009170394896036
MSFT,2026-07-31,3,2026-07-31T10:22:00-04:00,2026-07-31T10:22:15-04:00,2026-07-31T15:45:00-04:00,2026-07-31T15:45:10-04:00,457.4358,460.25714999999997,0.11101792645000677,50.783574,51.096794,0.31322000000000116,0,0.31322000000000116,FORCE_EXIT,,455.74,454.77944444444444,453.64944444444444,3.842222222222214,0.4502276231031873
DNTH,2026-08-03,3,2026-08-03T10:50:00-04:00,2026-08-03T10:50:15-04:00,2026-08-03T15:45:00-04:00,2026-08-03T15:45:10-04:00,105.23354999999998,104.4352,0.4855561177970335,51.096794,50.70915,-0.38764400000000165,0,-0.38764400000000165,FORCE_EXIT,,104.265,104.03268035714285,103.65143035714286,0.9292785714285705,0.4502002434956613
MSTU,2026-08-05,7,2026-08-05T10:30:00-04:00,2026-08-05T10:30:15-04:00,2026-08-05T15:30:40-04:00,2026-08-05T15:30:50-04:00,18.995504999999998,19.55175,2.632201670868977,50.0,51.464149,1.464148999999999,0,1.464148999999999,TAKE_PROFIT,,18.9,18.825,18.75,0.3657,0.4614839007860657
ERAS,2026-08-06,7,2026-08-06T10:44:00-04:00,2026-08-06T10:44:15-04:00,2026-08-06T15:45:00-04:00,2026-08-06T15:45:10-04:00,18.7131,18.263225000000002,2.750166941874943,51.464149,50.226917,-1.2372319999999988,0,-1.2372319999999988,FORCE_EXIT,,18.635,18.59280576923077,18.536555769230773,0.168776923076923,0.45031078618544373
FSLY,2026-08-07,6,2026-08-07T10:30:00-04:00,2026-08-07T10:30:15-04:00,2026-08-07T15:45:00-04:00,2026-08-07T15:45:10-04:00,23.682824999999998,22.45715,2.1309629657779428,50.467223,47.855354,-2.6118689999999987,0,-2.6118689999999987,FORCE_EXIT,,23.44,23.344170000000002,23.234170000000002,0.38332000000000016,0.4592796420487021
STX,2026-08-10,7,2026-08-10T10:59:00-04:00,2026-08-10T10:59:15-04:00,2026-08-10T15:45:00-04:00,2026-08-10T15:45:10-04:00,811.8088499999999,801.9252250000001,0.06187037379550618,50.226917,49.615413,-0.6115040000000036,0,-0.6115040000000036,FORCE_EXIT,,805.5601,803.2998053571429,800.9173053571428,9.041178571428556,0.45027269141351023
FLEX,2026-08-10,8,2026-08-10T11:19:00-04:00,2026-08-10T11:19:15-04:00,2026-08-10T15:45:00-04:00,2026-08-10T15:45:10-04:00,121.7859,120.6139,0.41055655868208063,50.0,49.518827,-0.4811729999999983,0,-0.4811729999999983,FORCE_EXIT,,121.695,121.48920178571427,121.18792678571427,0.8231928571428598,0.4500910194521676
SPOT,2026-08-11,8,2026-08-11T10:30:00-04:00,2026-08-11T10:30:15-04:00,2026-08-11T15:45:00-04:00,2026-08-11T15:45:10-04:00,511.20832499999995,499.5298,0.09686623745808523,49.518827,48.387572,-1.131255000000003,0,-1.131255000000003,FORCE_EXIT,,508.16,507.47437,506.08187000000004,2.7425199999999905,0.45497071602803696
DKS,2026-08-11,2,2026-08-11T10:30:10-04:00,2026-08-11T10:30:25-04:00,2026-08-11T15:45:00-04:00,2026-08-11T15:45:10-04:00,207.24104999999997,204.417775,0.23507210564702313,48.71659,48.052916,-0.6636739999999932,0,-0.6636739999999932,FORCE_EXIT,,206.23,205.80193409090907,205.07443409090908,1.7122636363636394,0.45314030528105137
BRBR,2026-08-13,9,2026-08-13T10:42:00-04:00,2026-08-13T10:42:15-04:00,2026-08-13T15:45:00-04:00,2026-08-13T15:45:10-04:00,10.994699999999998,10.97485,4.547645683829482,50.0,49.909729,-0.09027100000000132,0,-0.09027100000000132,FORCE_EXIT,,10.96,10.939615384615385,10.904615384615385,0.08153846153846157,0.45039979131950497
ONDS,2026-08-13,10,2026-08-13T11:06:00-04:00,2026-08-13T11:06:15-04:00,2026-08-13T15:45:00-04:00,2026-08-13T15:45:10-04:00,9.180674999999999,8.8741065,5.446222636135143,50.0,48.330359,-1.6696409999999986,0,-1.6696409999999986,FORCE_EXIT,,9.14,9.111830357142857,9.069330357142857,0.11267857142857121,0.45012582511461724
CRCL,2026-08-18,11,2026-08-18T11:19:00-04:00,2026-08-18T11:19:15-04:00,2026-08-18T15:45:00-04:00,2026-08-18T15:45:10-04:00,72.34994999999999,71.9783,0.6910854810542372,50.0,49.743158,-0.2568419999999989,0,-0.2568419999999989,FORCE_EXIT,,71.6,71.43320357142856,71.08945357142856,0.6671857142857159,0.45036354632730025
MSTR,2026-08-18,9,2026-08-18T11:21:00-04:00,2026-08-18T11:21:15-04:00,2026-08-18T15:45:00-04:00,2026-08-18T15:45:10-04:00,95.61569999999999,92.98275,0.5219825718998031,49.909729,48.535374,-1.3743550000000013,0,-1.3743550000000013,FORCE_EXIT,,94.4554,94.27251964285713,93.83386964285714,0.7315214285714303,0.45038007929331686
DXYZ,2026-08-26,11,2026-08-26T10:23:00-04:00,2026-08-26T10:23:15-04:00,2026-08-26T15:45:00-04:00,2026-08-26T15:45:10-04:00,34.255424999999995,34.531475,1.452124969986506,49.743158,50.144017,0.40085899999999697,0,0.40085899999999697,FORCE_EXIT,,34.1,34.0175,33.935,0.4661888888888883,0.45032627841254236
EXTR,2026-08-26,10,2026-08-26T10:25:00-04:00,2026-08-26T10:25:15-04:00,2026-08-26T15:45:00-04:00,2026-08-26T15:45:10-04:00,22.707974999999998,22.7855,2.12834297201754,48.330359,48.495358,0.16499900000000167,0,0.16499900000000167,FORCE_EXIT,,22.555,22.525666666666666,22.474416666666666,0.11733333333333344,0.45037980690170276
CIFR,2026-08-26,13,2026-08-26T10:33:00-04:00,2026-08-26T10:33:15-04:00,2026-08-26T15:45:00-04:00,2026-08-26T15:45:10-04:00,16.09005,15.89015,3.107510542229514,50.0,49.378808,-0.6211920000000006,0,-0.6211920000000006,FORCE_EXIT,,15.945,15.894193181818181,15.83294318181818,0.20322727272727306,0.45005142648451446
SOXS,2026-08-28,11,2026-08-28T10:44:00-04:00,2026-08-28T10:44:15-04:00,2026-08-28T11:45:10-04:00,2026-08-28T11:45:20-04:00,46.732499999999995,48.028650000000006,1.0730009522281068,50.144017,51.534787,1.3907700000000034,0,1.3907700000000034,TAKE_PROFIT,,46.36,46.214084615384614,46.024084615384616,0.5836615384615386,0.45001357404404896
COHR,2026-08-28,12,2026-08-28T11:12:00-04:00,2026-08-28T11:12:15-04:00,2026-08-28T15:45:00-04:00,2026-08-28T15:45:10-04:00,286.731525,279.10745,0.17437915136816576,50.0,48.67052,-1.3294799999999967,0,-1.3294799999999967,FORCE_EXIT,,284.22,283.6826732142857,282.48767321428573,2.1493071428571437,0.45030372841105787
