session,equity,profit
2026-07-10,9998.949706,-1.0502940000005765
2026-07-13,9998.801231,-0.14847499999996217
2026-07-14,9998.491195999999,-0.3100350000004255
2026-07-15,9998.491195999999,0.0
2026-07-16,9999.281668,0.7904720000005909
2026-07-17,9999.745946,0.4642779999994673
2026-07-20,10002.525151,2.7792050000007293
2026-07-21,10003.511276,0.986124999999447
2026-07-22,10000.867395,-2.643880999999965
2026-07-23,10000.054737999999,-0.8126570000003994
2026-07-24,10000.027091999998,-0.027646000000459026
2026-07-27,10000.027091999998,0.0
2026-07-28,9999.386230999999,-0.6408609999998589
2026-07-29,9999.386230999999,0.0
2026-07-30,10001.458604999998,2.0723739999993995
2026-07-31,10001.543098999999,0.08449400000063179
2026-08-03,10001.462806999998,-0.08029200000055425
2026-08-04,10001.462806999998,0.0
2026-08-05,10004.002688999999,2.5398820000009437
2026-08-06,10002.956307999999,-1.0463810000001104
2026-08-07,10000.817571,-2.1387369999993098
2026-08-10,10000.389229999999,-0.42834100000072795
2026-08-11,9999.760816999998,-0.6284130000003643
2026-08-12,9999.760816999998,0.0
2026-08-13,9996.217122999999,-3.5436939999999595
2026-08-14,9996.217122999999,0.0
2026-08-17,9996.217122999999,0.0
2026-08-18,9996.822422999998,0.6052999999992608
2026-08-19,9996.822422999998,0.0
2026-08-20,9996.822422999998,0.0
2026-08-21,9995.125877999999,-1.6965449999988778
2026-08-24,9994.954322999998,-0.17155500000080792
2026-08-25,9994.954322999998,0.0
2026-08-26,9996.237089999999,1.2827670000006037
2026-08-27,9996.237089999999,0.0
2026-08-28,9997.176917999997,0.9398279999986698
2026-08-31,9997.903470999998,0.7265530000004219
2026-09-01,9997.903470999998,0.0
2026-09-02,10002.175646999998,4.2721760000004
2026-09-03,10001.613995999998,-0.5616509999999835
2026-09-04,10001.613995999998,0.0
2026-09-08,10000.563632,-1.0503639999988081
2026-09-09,10000.563632,0.0
