session,equity,profit
2026-07-10,9999.260343,-0.7396570000000793
2026-07-13,9998.625816,-0.6345270000001619
2026-07-14,9997.789271,-0.8365450000001147
2026-07-15,9997.789271,0.0
2026-07-16,9997.789271,0.0
2026-07-17,9997.818995,0.029723999999987427
2026-07-20,10000.849844999999,3.030849999999191
2026-07-21,10000.849844999999,0.0
2026-07-22,10000.053514,-0.7963309999995545
2026-07-23,9999.387413,-0.6661009999988892
2026-07-24,9999.387413,0.0
2026-07-27,9999.387413,0.0
2026-07-28,9997.863744,-1.5236690000001545
2026-07-29,9997.863744,0.0
2026-07-30,9995.755658,-2.108086000000185
2026-07-31,9995.162943000001,-0.5927149999988615
2026-08-03,9994.251767,-0.9111760000014328
2026-08-04,9994.251767,0.0
2026-08-05,9993.372087,-0.8796800000000076
2026-08-06,9992.784449,-0.5876379999990604
2026-08-07,9991.898345,-0.8861040000010689
2026-08-10,9990.867082,-1.031262999998944
2026-08-11,9989.576171,-1.290911000000051
2026-08-12,9989.576171,0.0
2026-08-13,9988.346231000001,-1.2299399999992602
2026-08-14,9988.346231000001,0.0
2026-08-17,9988.346231000001,0.0
2026-08-18,9987.102773,-1.2434580000008282
2026-08-19,9987.102773,0.0
2026-08-20,9987.102773,0.0
2026-08-21,9987.102773,0.0
2026-08-24,9987.102773,0.0
2026-08-25,9987.102773,0.0
2026-08-26,9985.707084,-1.395689000000857
2026-08-27,9985.707084,0.0
2026-08-28,9986.274406999999,0.5673229999993055
2026-08-31,9986.274406999999,0.0
2026-09-01,9986.274406999999,0.0
2026-09-02,9986.89725,0.6228430000010121
2026-09-03,9986.89725,0.0
2026-09-04,9986.89725,0.0
2026-09-08,9985.67671,-1.2205400000002555
2026-09-09,9985.046028,-0.6306819999990694
