symbol,session,wallet,selected_at,entry_time,exit_trigger_time,exit_time,entry_price,exit_price,quantity,cost,proceeds,pnl_after_slippage,modeled_fees,net_pnl,exit_reason,stop_subtype,original_stop,buffered_stop,emergency_stop,atr,probability
FOXA,2026-07-10,2,2026-07-10T10:47:00-04:00,2026-07-10T10:47:30-04:00,2026-07-10T10:54:50-04:00,2026-07-10T10:55:00-04:00,54.817395,54.522725,0.9121192278472919,50.0,49.731225,-0.268774999999998,0,-0.268774999999998,STOP_LOSS,confirmed_buffered,54.63,54.558928571428574,54.408928571428575,0.2842857142857156,0.4501196516890543
CRWV,2026-07-10,2,2026-07-10T10:55:00-04:00,2026-07-10T10:55:30-04:00,2026-07-10T11:06:10-04:00,2026-07-10T11:06:20-04:00,89.75175345,88.55579995000001,0.554097531116257,49.731225,49.06855,-0.6626750000000001,0,-0.6626750000000001,STOP_LOSS,confirmed_buffered,89.1298,88.90936785714285,88.61931785714285,0.8817285714285684,0.45016900507687124
SMCI,2026-07-10,1,2026-07-10T10:32:55-04:00,2026-07-10T10:33:25-04:00,2026-07-10T15:45:00-04:00,2026-07-10T15:45:10-04:00,28.404194999999998,28.5507175,1.7603033636404766,50.0,50.257924,0.2579240000000027,0,0.2579240000000027,FORCE_EXIT,,28.27,28.198075,28.11345,0.28769999999999935,0.4571574514352971
ISRG,2026-07-13,1,2026-07-13T10:23:00-04:00,2026-07-13T10:23:30-04:00,2026-07-13T10:40:25-04:00,2026-07-13T10:40:35-04:00,409.054425,407.75102250000003,0.12286366050190022,50.257924,50.097783,-0.16014100000000298,0,-0.16014100000000298,STOP_LOSS,confirmed_buffered,408.49,407.8964027777778,406.9076527777778,2.3743888888888716,0.4503323790657179
AVAV,2026-07-14,1,2026-07-14T10:30:00-04:00,2026-07-14T10:30:30-04:00,2026-07-14T11:52:05-04:00,2026-07-14T11:52:15-04:00,144.502215,143.33329750000001,0.3466921458608783,50.097783,49.692528,-0.4052549999999968,0,-0.4052549999999968,STOP_LOSS,confirmed_buffered,143.8482,143.4410675,142.8256175,1.6285300000000007,0.46312148261432823
DG,2026-07-16,3,2026-07-16T10:45:00-04:00,2026-07-16T10:45:30-04:00,2026-07-16T10:48:25-04:00,2026-07-16T10:48:35-04:00,125.76285,125.07743,0.3975736873011386,50.0,49.727495,-0.27250500000000244,0,-0.27250500000000244,STOP_LOSS,confirmed_buffered,125.47,125.32288461538461,125.0928846153846,0.5884615384615345,0.45041329476974945
CDE,2026-07-17,6,2026-07-17T10:33:00-04:00,2026-07-17T10:33:30-04:00,2026-07-17T15:45:00-04:00,2026-07-17T15:45:10-04:00,14.22711,14.3592168,3.514417193653525,50.0,50.464278,0.4642780000000002,0,0.4642780000000002,FORCE_EXIT,,14.17,14.13330909090909,14.07830909090909,0.14676363636363618,0.4502626921907651
MSTU,2026-07-20,6,2026-07-20T10:54:00-04:00,2026-07-20T10:54:30-04:00,2026-07-20T11:46:35-04:00,2026-07-20T11:46:45-04:00,18.959474999999998,20.28985,2.661691739882038,50.464278,54.005326,3.5410479999999964,0,3.5410479999999964,TAKE_PROFIT,,18.701,18.606517857142858,18.45701785714286,0.37792857142857195,0.45038104349045793
CELC,2026-07-20,4,2026-07-20T10:56:00-04:00,2026-07-20T10:56:30-04:00,2026-07-20T15:08:45-04:00,2026-07-20T15:08:55-04:00,89.98496999999999,89.12041750000002,0.5556483488298102,50.0,49.519612,-0.4803879999999978,0,-0.4803879999999978,STOP_LOSS,confirmed_buffered,89.405,89.19705714285715,88.91330714285715,0.8317714285714308,0.450161831662951
DHR,2026-07-21,6,2026-07-21T10:32:15-04:00,2026-07-21T10:32:45-04:00,2026-07-21T15:45:00-04:00,2026-07-21T15:45:10-04:00,174.137025,177.2963075,0.3101312084549509,54.005326,54.985118,0.9797920000000033,0,0.9797920000000033,FORCE_EXIT,,171.5,170.94116136363635,170.06616136363635,2.235354545454548,0.4682961682583817
