session,equity,profit
2026-07-10,9999.46888,-0.5311199999996461
2026-07-13,9998.109981,-1.358899000000747
2026-07-14,9997.705517,-0.4044639999992796
2026-07-15,9997.705517,0.0
2026-07-16,9997.405335,-0.30018200000085926
2026-07-17,9996.149265999999,-1.2560690000009345
2026-07-20,9999.213924,3.0646580000011454
2026-07-21,9999.213924,0.0
2026-07-22,9996.426221999998,-2.7877020000014454
2026-07-23,9996.722688999998,0.2964670000001206
2026-07-24,9996.330917999998,-0.39177100000051723
2026-07-27,9996.330917999998,0.0
2026-07-28,9995.701108999996,-0.6298090000018419
2026-07-29,9995.701108999996,0.0
2026-07-30,9995.004669999997,-0.6964389999993728
2026-07-31,9995.004669999997,0.0
2026-08-03,9994.533798999995,-0.4708710000013525
2026-08-04,9994.533798999995,0.0
2026-08-05,9995.083712999995,0.5499139999992622
2026-08-06,9993.977246999995,-1.1064659999992728
2026-08-07,9993.525414999995,-0.4518320000006497
2026-08-10,9993.088644999994,-0.43677000000025146
2026-08-11,9992.129064999996,-0.959579999998823
2026-08-12,9992.129064999996,0.0
2026-08-13,9991.025452999995,-1.103612000000794
2026-08-14,9991.025452999995,0.0
2026-08-17,9990.693552999996,-0.3318999999992229
2026-08-18,9991.637977999995,0.9444249999996828
2026-08-19,9991.637977999995,0.0
2026-08-20,9991.637977999995,0.0
2026-08-21,9993.160673999995,1.5226959999999963
2026-08-24,9992.684776999995,-0.47589700000025914
2026-08-25,9992.684776999995,0.0
2026-08-26,9992.608847999994,-0.07592900000054215
2026-08-27,9992.608847999994,0.0
2026-08-28,9994.097451999995,1.488604000000123
2026-08-31,9994.927358999994,0.8299069999993662
2026-09-01,9994.927358999994,0.0
2026-09-02,9997.952931999995,3.0255730000008043
2026-09-03,9997.433893999994,-0.5190380000003643
2026-09-04,9996.900530999994,-0.5333630000004632
2026-09-08,9996.155170999995,-0.745359999998982
2026-09-09,9996.155170999995,0.0
